final_pred,true_label,percent_majority,correct
1,9,46.808510638297875,False
0,2,71.05263157894737,False
6,6,46.51162790697674,True
8,8,50.0,True
6,6,79.66101694915254,True
6,6,76.92307692307693,True
8,8,70.27027027027027,True
4,4,55.00000000000001,True
2,2,52.63157894736842,True
7,7,56.81818181818182,True
9,0,33.33333333333333,False
8,3,52.77777777777778,False
6,9,31.11111111111111,False
0,0,37.5,True
0,2,54.054054054054056,False
2,2,69.04761904761905,True
8,8,75.0,True
0,0,65.78947368421053,True
8,8,83.78378378378379,True
6,6,37.5,True
6,6,76.66666666666667,True
9,3,35.13513513513514,False
6,6,50.0,True
4,7,31.03448275862069,False
4,4,59.523809523809526,True
0,0,70.73170731707317,True
2,2,61.76470588235294,True
4,4,96.875,True
9,9,58.69565217391305,True
5,5,56.25,True
6,6,51.92307692307693,True
5,5,77.77777777777779,True
2,2,63.888888888888886,True
8,8,35.41666666666667,True
2,2,76.92307692307693,True
0,0,71.42857142857143,True
9,9,55.55555555555556,True
1,1,50.0,True
0,3,50.0,False
8,3,48.78048780487805,False
8,8,51.162790697674424,True
6,6,94.73684210526315,True
4,4,35.0,True
9,9,82.05128205128204,True
3,3,39.02439024390244,True
0,0,45.09803921568628,True
0,3,35.8974358974359,False
5,9,28.947368421052634,False
0,0,51.21951219512195,True
8,8,47.61904761904761,True
6,6,81.13207547169812,True
8,8,64.1025641025641,True
5,5,80.0,True
7,7,25.862068965517242,True
3,3,51.61290322580645,True
5,5,92.3076923076923,True
5,5,92.85714285714286,True
4,4,73.52941176470588,True
6,6,89.58333333333334,True
8,8,79.41176470588235,True
7,7,32.25806451612903,True
0,2,41.46341463414634,False
6,6,70.83333333333334,True
2,2,76.47058823529412,True
1,1,59.45945945945946,True
1,1,48.78048780487805,True
9,9,40.38461538461539,True
0,0,59.09090909090909,True
1,1,67.56756756756756,True
8,8,83.33333333333334,True
0,0,35.55555555555556,True
6,6,36.84210526315789,True
0,0,55.10204081632652,True
6,6,91.11111111111111,True
6,7,63.26530612244898,False
4,4,66.66666666666666,True
0,0,44.44444444444444,True
2,2,39.39393939393939,True
8,8,48.717948717948715,True
3,3,30.76923076923077,True
6,6,95.83333333333334,True
4,4,54.285714285714285,True
7,7,50.0,True
8,3,51.35135135135135,False
4,4,71.42857142857143,True
7,7,82.6923076923077,True
8,8,70.96774193548387,True
7,7,59.183673469387756,True
8,8,66.66666666666666,True
1,1,38.63636363636363,True
6,6,74.46808510638297,True
8,8,52.17391304347826,True
3,3,52.27272727272727,True
8,3,41.17647058823529,False
8,8,63.63636363636363,True
7,7,33.33333333333333,True
9,9,83.72093023255815,True
4,4,67.44186046511628,True
4,4,77.14285714285715,True
6,5,55.73770491803278,False
6,6,83.01886792452831,True
3,3,43.58974358974359,True
4,4,79.48717948717949,True
9,9,38.297872340425535,True
0,0,53.06122448979592,True
3,3,33.33333333333333,True
8,8,50.0,True
6,6,89.83050847457628,True
0,0,55.769230769230774,True
3,3,37.5,True
8,8,78.57142857142857,True
5,5,36.53846153846153,True
5,4,83.72093023255815,False
5,5,76.47058823529412,True
6,6,76.0,True
6,6,68.62745098039215,True
5,5,85.0,True
0,0,44.73684210526316,True
8,8,51.28205128205128,True
9,1,44.44444444444444,False
2,2,40.42553191489361,True
6,2,36.84210526315789,False
8,8,62.16216216216216,True
7,7,67.3469387755102,True
1,1,93.33333333333333,True
8,8,79.06976744186046,True
6,6,93.22033898305084,True
1,9,48.64864864864865,False
0,0,82.6923076923077,True
9,9,70.27027027027027,True
6,6,54.347826086956516,True
6,6,84.61538461538461,True
1,9,21.428571428571427,False
1,1,61.904761904761905,True
2,2,63.41463414634146,True
8,2,34.21052631578947,False
2,2,35.0,True
6,3,35.294117647058826,False
4,4,70.58823529411765,True
3,3,28.30188679245283,True
2,2,61.53846153846154,True
0,0,31.914893617021278,True
0,0,39.130434782608695,True
2,2,44.11764705882353,True
8,8,48.78048780487805,True
2,2,78.94736842105263,True
9,9,74.50980392156863,True
6,6,36.36363636363637,True
8,8,70.45454545454545,True
1,1,41.86046511627907,True
3,3,34.146341463414636,True
9,9,64.70588235294117,True
6,6,93.87755102040816,True
8,8,87.2340425531915,True
2,2,64.0,True
8,2,29.268292682926827,False
3,3,42.857142857142854,True
0,0,42.5,True
3,3,36.84210526315789,True
6,6,88.67924528301887,True
2,2,58.82352941176471,True
8,8,41.86046511627907,True
9,9,68.29268292682927,True
2,2,42.22222222222222,True
0,4,38.46153846153847,False
7,7,50.0,True
2,2,32.35294117647059,True
5,5,35.483870967741936,True
3,3,46.51162790697674,True
7,7,56.86274509803921,True
9,1,37.142857142857146,False
8,8,75.0,True
6,6,61.81818181818181,True
5,5,75.60975609756098,True
4,4,82.85714285714286,True
6,6,60.0,True
2,2,57.89473684210527,True
0,0,36.84210526315789,True
9,9,85.1063829787234,True
4,4,82.22222222222221,True
3,3,41.02564102564102,True
5,5,48.93617021276596,True
7,7,46.51162790697674,True
1,1,82.85714285714286,True
0,0,91.07142857142857,True
9,9,38.46153846153847,True
3,3,47.22222222222222,True
3,3,54.347826086956516,True
0,0,83.72093023255815,True
1,1,62.5,True
5,5,67.64705882352942,True
6,6,82.6086956521739,True
0,0,65.21739130434783,True
4,4,78.94736842105263,True
6,7,70.2127659574468,False
2,2,64.28571428571429,True
4,4,50.0,True
1,3,34.285714285714285,False
9,9,64.58333333333334,True
8,8,69.04761904761905,True
2,2,74.19354838709677,True
4,3,26.82926829268293,False
2,2,64.70588235294117,True
6,6,44.827586206896555,True
8,8,60.0,True
0,0,64.0,True
5,5,72.72727272727273,True
5,5,94.73684210526315,True
9,9,86.27450980392157,True
8,8,79.41176470588235,True
0,0,80.0,True
3,3,40.0,True
8,8,58.82352941176471,True
2,2,74.4186046511628,True
9,9,65.71428571428571,True
5,5,70.58823529411765,True
4,4,69.44444444444444,True
6,6,76.0,True
1,1,70.58823529411765,True
6,6,45.28301886792453,True
2,2,71.875,True
7,7,45.83333333333333,True
5,7,46.808510638297875,False
8,8,51.21951219512195,True
6,2,48.484848484848484,False
5,9,34.69387755102041,False
9,9,47.72727272727273,True
8,8,81.3953488372093,True
2,2,97.22222222222221,True
2,2,46.15384615384615,True
6,6,64.44444444444444,True
7,7,57.77777777777777,True
7,7,38.88888888888889,True
6,7,44.230769230769226,False
4,4,58.06451612903226,True
9,9,75.0,True
4,4,55.00000000000001,True
1,1,81.08108108108108,True
1,1,61.36363636363637,True
9,9,53.65853658536586,True
1,1,61.111111111111114,True
5,5,81.3953488372093,True
5,4,37.254901960784316,False
1,1,76.19047619047619,True
8,8,78.37837837837837,True
1,9,25.454545454545453,False
0,0,41.17647058823529,True
1,1,75.75757575757575,True
6,6,98.0392156862745,True
5,5,73.33333333333333,True
3,3,48.888888888888886,True
3,3,25.581395348837212,True
6,6,67.3469387755102,True
1,0,54.761904761904766,False
3,3,41.66666666666667,True
4,4,25.71428571428571,True
4,4,51.515151515151516,True
5,5,86.8421052631579,True
4,4,47.5,True
4,7,32.5,False
9,9,38.095238095238095,True
4,4,38.88888888888889,True
9,9,100.0,True
1,1,31.914893617021278,True
3,3,25.0,True
4,4,39.130434782608695,True
0,0,59.64912280701754,True
6,5,52.0,False
9,9,48.0,True
8,8,48.57142857142857,True
6,6,76.92307692307693,True
4,3,44.44444444444444,False
1,1,44.73684210526316,True
5,5,59.523809523809526,True
7,7,65.51724137931035,True
8,8,38.46153846153847,True
8,8,80.0,True
7,0,35.41666666666667,False
4,4,64.70588235294117,True
2,3,33.33333333333333,False
5,5,60.86956521739131,True
4,4,75.0,True
4,5,37.2093023255814,False
8,3,62.96296296296296,False
1,1,77.77777777777779,True
0,0,62.0,True
1,1,50.0,True
3,3,52.27272727272727,True
9,1,42.857142857142854,False
5,5,81.81818181818183,True
2,2,56.25,True
7,7,62.22222222222222,True
6,6,64.70588235294117,True
0,0,30.612244897959183,True
0,0,64.86486486486487,True
2,2,50.0,True
4,4,68.57142857142857,True
4,4,41.66666666666667,True
0,0,65.78947368421053,True
5,5,62.857142857142854,True
0,0,53.2258064516129,True
9,9,48.57142857142857,True
8,8,75.67567567567568,True
8,3,42.10526315789473,False
2,3,42.10526315789473,False
5,5,53.65853658536586,True
6,6,50.0,True
2,2,80.95238095238095,True
1,1,50.0,True
7,7,20.51282051282051,True
9,9,34.375,True
9,9,89.74358974358975,True
5,5,63.63636363636363,True
7,7,54.0,True
1,1,43.18181818181818,True
5,5,75.0,True
6,7,38.88888888888889,False
9,9,47.82608695652174,True
3,3,64.1025641025641,True
1,1,58.333333333333336,True
4,4,85.71428571428571,True
1,1,39.02439024390244,True
9,9,47.27272727272727,True
7,0,28.888888888888886,False
0,0,33.33333333333333,True
2,2,82.35294117647058,True
5,5,71.42857142857143,True
6,6,87.2340425531915,True
0,0,52.38095238095239,True
5,6,46.42857142857143,False
3,3,59.523809523809526,True
3,3,66.0,True
2,2,47.368421052631575,True
7,7,49.122807017543856,True
2,2,47.22222222222222,True
5,5,66.66666666666666,True
6,6,77.55102040816327,True
4,4,63.41463414634146,True
0,0,85.1063829787234,True
9,9,64.44444444444444,True
4,4,66.66666666666666,True
5,5,80.43478260869566,True
4,4,47.82608695652174,True
9,0,43.18181818181818,False
8,8,54.0,True
5,5,78.57142857142857,True
2,2,70.96774193548387,True
9,9,50.0,True
9,1,40.0,False
0,9,31.914893617021278,False
4,4,35.41666666666667,True
7,7,46.666666666666664,True
5,5,62.5,True
6,6,66.66666666666666,True
6,6,98.07692307692307,True
6,6,84.61538461538461,True
4,4,36.84210526315789,True
4,4,81.08108108108108,True
6,6,55.10204081632652,True
4,4,60.526315789473685,True
6,3,37.2093023255814,False
0,0,39.21568627450981,True
0,7,39.62264150943396,False
5,5,85.0,True
0,0,50.0,True
0,0,41.30434782608695,True
5,5,47.72727272727273,True
9,9,56.00000000000001,True
3,3,60.60606060606061,True
9,9,70.45454545454545,True
6,6,66.66666666666666,True
3,3,45.714285714285715,True
7,7,46.55172413793103,True
1,1,64.1025641025641,True
7,0,35.59322033898305,False
3,0,35.13513513513514,False
0,7,38.88888888888889,False
4,4,68.29268292682927,True
2,2,40.54054054054054,True
7,7,66.66666666666666,True
9,9,85.71428571428571,True
3,3,38.46153846153847,True
9,1,52.77777777777778,False
0,0,20.33898305084746,True
4,4,87.8048780487805,True
4,4,78.04878048780488,True
4,4,67.56756756756756,True
8,8,81.57894736842105,True
9,9,57.99999999999999,True
9,9,41.17647058823529,True
9,9,81.81818181818183,True
1,9,72.22222222222221,False
1,4,30.76923076923077,False
6,2,45.94594594594595,False
0,0,43.859649122807014,True
0,3,29.268292682926827,False
8,8,53.84615384615385,True
1,1,55.81395348837209,True
4,4,77.14285714285715,True
1,1,53.191489361702125,True
6,6,46.15384615384615,True
9,9,63.829787234042556,True
7,7,50.0,True
8,2,23.684210526315788,False
2,2,48.717948717948715,True
5,5,73.80952380952381,True
1,1,65.78947368421053,True
0,0,66.66666666666666,True
6,6,86.36363636363636,True
9,9,38.88888888888889,True
4,4,60.526315789473685,True
8,8,57.14285714285714,True
9,9,85.0,True
6,5,46.666666666666664,False
6,5,53.48837209302325,False
0,0,34.285714285714285,True
1,1,63.33333333333333,True
2,2,51.21951219512195,True
4,4,67.44186046511628,True
2,2,40.0,True
2,2,93.10344827586206,True
5,5,69.81132075471697,True
2,2,25.53191489361702,True
1,1,68.75,True
9,9,47.5,True
8,8,52.77777777777778,True
2,2,30.76923076923077,True
1,1,71.05263157894737,True
2,2,66.66666666666666,True
6,6,87.5,True
9,9,68.42105263157895,True
5,5,65.3061224489796,True
5,5,90.0,True
6,3,34.04255319148936,False
6,7,35.41666666666667,False
1,1,78.78787878787878,True
9,9,36.17021276595745,True
5,4,48.888888888888886,False
1,1,66.66666666666666,True
5,5,85.0,True
7,7,34.0,True
9,9,34.04255319148936,True
1,1,53.84615384615385,True
2,0,40.0,False
0,0,54.54545454545454,True
0,0,41.02564102564102,True
2,2,65.71428571428571,True
4,4,50.0,True
4,4,91.66666666666666,True
1,1,37.142857142857146,True
2,2,70.0,True
0,7,34.78260869565217,False
5,5,83.33333333333334,True
6,6,61.224489795918366,True
9,9,36.95652173913043,True
8,8,80.55555555555556,True
0,0,60.0,True
0,0,64.58333333333334,True
3,3,31.428571428571427,True
8,8,86.8421052631579,True
9,9,60.416666666666664,True
9,1,52.77777777777778,False
1,1,82.85714285714286,True
9,9,55.319148936170215,True
0,0,48.837209302325576,True
4,4,67.64705882352942,True
5,5,37.254901960784316,True
1,1,40.816326530612244,True
8,8,66.66666666666666,True
3,3,37.2093023255814,True
2,2,80.0,True
7,7,64.58333333333334,True
1,1,43.90243902439025,True
0,0,86.66666666666667,True
8,8,72.72727272727273,True
1,3,18.75,False
4,4,65.71428571428571,True
0,0,30.434782608695656,True
7,7,50.0,True
6,5,37.5,False
9,9,68.88888888888889,True
7,7,32.6530612244898,True
8,8,78.125,True
7,7,80.7017543859649,True
0,3,34.04255319148936,False
7,4,41.509433962264154,False
4,4,64.86486486486487,True
6,6,78.43137254901961,True
6,6,45.09803921568628,True
0,0,54.71698113207547,True
0,0,34.090909090909086,True
2,2,80.0,True
6,6,69.76744186046511,True
5,4,32.075471698113205,False
3,3,26.31578947368421,True
5,5,37.5,True
6,6,89.58333333333334,True
5,6,51.162790697674424,False
2,2,64.86486486486487,True
7,7,35.294117647058826,True
5,5,80.0,True
1,1,44.44444444444444,True
0,0,47.82608695652174,True
6,3,60.526315789473685,False
2,2,70.0,True
2,2,38.88888888888889,True
2,2,33.33333333333333,True
8,8,52.17391304347826,True
8,8,75.67567567567568,True
7,7,61.53846153846154,True
3,3,42.10526315789473,True
9,9,25.64102564102564,True
8,3,47.05882352941176,False
7,3,29.78723404255319,False
5,5,68.57142857142857,True
5,5,59.09090909090909,True
9,9,70.2127659574468,True
4,4,58.333333333333336,True
3,3,54.761904761904766,True
5,5,69.23076923076923,True
4,4,74.35897435897436,True
9,7,38.88888888888889,False
2,2,40.54054054054054,True
9,9,57.99999999999999,True
5,9,34.69387755102041,False
3,3,41.30434782608695,True
7,7,45.23809523809524,True
8,8,67.5,True
0,3,41.46341463414634,False
9,1,54.285714285714285,False
0,0,50.0,True
2,2,53.333333333333336,True
9,9,74.19354838709677,True
8,8,60.86956521739131,True
2,2,82.35294117647058,True
7,7,36.84210526315789,True
8,8,72.97297297297297,True
3,3,43.24324324324324,True
4,0,50.0,False
1,1,42.5531914893617,True
7,7,56.14035087719298,True
6,7,39.21568627450981,False
8,8,66.66666666666666,True
8,8,34.285714285714285,True
5,5,86.48648648648648,True
5,5,50.0,True
9,9,70.83333333333334,True
6,3,74.0,False
0,0,80.0,True
8,8,86.11111111111111,True
6,6,65.9090909090909,True
8,8,65.78947368421053,True
0,0,38.88888888888889,True
6,6,78.84615384615384,True
8,8,65.0,True
4,1,48.717948717948715,False
5,5,76.31578947368422,True
6,6,66.66666666666666,True
4,4,24.242424242424242,True
4,4,53.65853658536586,True
8,8,40.816326530612244,True
3,3,37.28813559322034,True
6,3,31.57894736842105,False
6,6,75.92592592592592,True
9,7,34.04255319148936,False
4,4,44.26229508196721,True
6,7,38.63636363636363,False
8,8,58.97435897435898,True
2,2,61.76470588235294,True
5,5,58.69565217391305,True
5,5,62.5,True
9,9,60.0,True
5,5,72.41379310344827,True
7,7,39.130434782608695,True
9,9,37.254901960784316,True
4,4,70.83333333333334,True
2,2,77.14285714285715,True
0,0,49.056603773584904,True
7,7,68.62745098039215,True
3,3,45.23809523809524,True
8,8,76.47058823529412,True
4,4,66.66666666666666,True
0,0,29.268292682926827,True
5,5,43.333333333333336,True
7,3,34.04255319148936,False
7,7,20.967741935483872,True
7,7,23.809523809523807,True
7,1,37.5,False
3,3,32.5,True
8,8,45.94594594594595,True
8,8,70.73170731707317,True
0,0,95.08196721311475,True
9,9,68.88888888888889,True
5,5,68.88888888888889,True
6,6,86.79245283018868,True
4,3,28.57142857142857,False
7,7,86.27450980392157,True
7,7,55.81395348837209,True
6,6,81.3953488372093,True
6,6,67.9245283018868,True
2,0,27.500000000000004,False
7,7,50.0,True
3,3,23.076923076923077,True
9,9,68.42105263157895,True
0,0,56.00000000000001,True
2,2,45.45454545454545,True
0,0,60.416666666666664,True
9,9,65.9090909090909,True
6,3,74.4186046511628,False
2,2,46.875,True
6,6,88.88888888888889,True
1,1,69.44444444444444,True
0,0,80.0,True
6,3,43.333333333333336,False
5,5,95.65217391304348,True
3,3,30.952380952380953,True
8,5,50.0,False
3,3,36.58536585365854,True
7,7,27.906976744186046,True
6,6,68.08510638297872,True
1,9,58.69565217391305,False
1,1,61.53846153846154,True
5,5,60.0,True
7,3,23.52941176470588,False
4,4,90.0,True
4,4,53.125,True
1,1,87.87878787878788,True
9,1,30.23255813953488,False
8,6,47.22222222222222,False
2,2,50.0,True
1,1,59.45945945945946,True
1,1,52.77777777777778,True
0,0,60.78431372549019,True
7,7,55.319148936170215,True
9,9,86.66666666666667,True
5,5,60.46511627906976,True
2,2,30.303030303030305,True
6,6,55.81395348837209,True
4,4,73.80952380952381,True
5,5,50.0,True
5,5,74.54545454545455,True
1,1,40.0,True
5,5,53.191489361702125,True
3,3,38.88888888888889,True
3,3,25.64102564102564,True
2,2,57.89473684210527,True
8,8,87.09677419354838,True
1,9,56.75675675675676,False
8,8,68.29268292682927,True
0,0,61.36363636363637,True
4,3,37.93103448275862,False
6,6,53.70370370370371,True
0,7,26.08695652173913,False
4,4,40.476190476190474,True
7,7,59.523809523809526,True
6,3,30.555555555555557,False
2,2,75.67567567567568,True
8,8,69.76744186046511,True
0,2,34.146341463414636,False
0,0,31.25,True
2,2,58.82352941176471,True
9,9,78.04878048780488,True
4,4,60.0,True
1,9,47.61904761904761,False
1,1,33.33333333333333,True
6,6,90.56603773584906,True
2,2,54.054054054054056,True
9,9,38.88888888888889,True
8,8,65.9090909090909,True
6,6,80.95238095238095,True
0,0,35.41666666666667,True
3,3,32.432432432432435,True
4,4,57.446808510638306,True
1,1,66.66666666666666,True
2,2,73.52941176470588,True
0,0,40.0,True
9,9,66.66666666666666,True
0,0,42.857142857142854,True
6,7,43.39622641509434,False
0,0,65.85365853658537,True
8,3,38.88888888888889,False
5,5,60.97560975609756,True
2,2,62.857142857142854,True
4,4,64.28571428571429,True
2,2,53.125,True
6,6,62.264150943396224,True
8,8,62.16216216216216,True
9,9,62.5,True
9,9,60.416666666666664,True
6,6,77.27272727272727,True
0,0,58.536585365853654,True
6,6,61.111111111111114,True
5,5,63.63636363636363,True
8,3,68.75,False
0,0,66.66666666666666,True
0,3,47.82608695652174,False
0,0,71.7948717948718,True
0,0,81.63265306122449,True
4,4,54.761904761904766,True
2,2,33.33333333333333,True
4,4,55.00000000000001,True
3,3,27.500000000000004,True
1,9,30.612244897959183,False
9,9,92.6829268292683,True
1,1,57.77777777777777,True
0,0,80.95238095238095,True
1,9,27.659574468085108,False
0,0,54.0,True
4,4,71.7948717948718,True
8,8,94.28571428571428,True
9,5,30.23255813953488,False
4,4,65.85365853658537,True
7,7,36.36363636363637,True
3,3,40.476190476190474,True
6,6,70.2127659574468,True
4,4,51.28205128205128,True
0,2,47.82608695652174,False
8,8,67.44186046511628,True
2,2,43.75,True
4,4,56.25,True
6,6,82.35294117647058,True
8,8,71.05263157894737,True
6,6,51.02040816326531,True
2,2,56.75675675675676,True
8,8,76.08695652173914,True
6,6,85.41666666666666,True
4,4,61.111111111111114,True
6,6,73.46938775510205,True
9,9,59.09090909090909,True
2,2,68.57142857142857,True
8,8,48.57142857142857,True
1,1,81.81818181818183,True
1,1,74.35897435897436,True
1,1,47.72727272727273,True
0,2,41.66666666666667,False
5,9,42.857142857142854,False
1,1,79.48717948717949,True
5,5,84.7457627118644,True
6,6,100.0,True
9,9,39.58333333333333,True
0,0,51.11111111111111,True
0,0,67.3076923076923,True
0,0,79.06976744186046,True
2,2,51.28205128205128,True
8,3,33.33333333333333,False
4,4,36.17021276595745,True
2,2,78.04878048780488,True
2,2,42.10526315789473,True
2,2,66.66666666666666,True
5,5,54.90196078431373,True
6,6,78.72340425531915,True
4,4,72.72727272727273,True
8,6,52.5,False
